elevation,slope,aspect,curvature,geology,rainfall_1h,rainfall_24h,rainfall_72h,rainfall_intensity,temperature,humidity,soil_moisture,insar_velocity_mm_yr,sar_deformation_flag,landslide
2473.2,24.97,355.1,-0.19355,GHS paro,5.03,39.3,91.09,0.1279,8.9,87.9,48.8,-2.03,0,0
4594.7,28.52,325.7,1.47376,GHS paro,0.73,2.48,2.48,0.296,-0.1,52.7,35.8,-2.12,0,0
382.6,18.03,98.4,-0.01426,MCT zone,1.59,11.09,11.09,0.1431,21.1,45.8,42.0,-9.29,1,0
531.0,21.94,7.7,-0.30272,MCT zone,0.46,0.52,16.87,0.8939,21.7,64.2,38.6,-0.79,0,0
1245.9,5.64,216.2,0.01127,MCT zone,9.94,167.25,513.66,0.0595,6.6,89.9,81.1,-4.74,0,1
1011.3,20.91,250.1,0.37373,GHS paro,5.73,29.35,70.51,0.1953,11.7,83.6,58.1,-14.9,1,0
1011.3,20.91,250.1,0.37373,GHS paro,0.56,13.0,73.01,0.0431,13.0,91.6,60.0,-3.75,0,0
3672.2,21.15,16.5,-0.04006,GHS paro,36.87,222.79,489.23,0.1655,-4.8,94.8,73.5,-17.88,1,1
1837.0,5.95,305.7,-0.38923,GHS paro,0.75,1.66,4.19,0.452,15.7,40.9,42.2,-3.16,0,0
3381.1,16.16,217.1,-0.12209,GHS paro,0.51,3.63,9.33,0.1417,-2.2,58.8,23.3,-2.69,0,0
1562.4,47.91,131.9,1.22189,GHS paro,20.58,70.12,131.01,0.2936,6.7,81.2,74.4,-1.07,0,0
1207.7,14.78,49.3,-0.06998,MCT zone,3.64,32.23,91.42,0.113,15.4,74.6,54.0,-3.9,0,0
1872.7,15.38,316.5,0.29395,MCT zone,3.06,18.58,31.04,0.1646,12.3,72.5,70.5,-9.36,1,0
3304.2,15.92,291.6,-0.69589,Lingtse,0.31,2.82,2.92,0.1082,7.5,46.4,41.9,-2.38,0,0
2071.9,8.92,260.0,0.18141,LHS Daling,4.8,32.72,98.52,0.1467,14.3,91.3,51.6,-1.65,0,0
2266.1,41.78,145.4,-0.22321,LHS Daling,0.04,2.78,2.78,0.0152,5.9,41.3,16.7,-1.65,0,0
1986.9,28.24,139.0,0.91919,LHS Daling,4.82,23.13,87.71,0.2084,15.5,75.2,53.1,-1.91,0,0
692.8,55.94,142.8,-1.60128,LHS Daling,23.94,72.79,164.18,0.3288,16.5,91.3,71.8,-2.96,0,1
2194.9,19.74,42.4,0.03273,GHS paro,11.8,171.19,486.03,0.0689,3.9,98.0,76.8,-3.52,0,1
2973.8,27.73,281.9,0.40624,GHS paro,2.39,61.11,111.15,0.0391,-0.7,80.9,60.5,-2.81,0,0
2669.9,5.32,151.7,0.22333,MCT zone,19.79,159.65,348.26,0.124,7.4,95.2,86.3,-25.72,1,0
331.0,9.11,114.9,0.29684,Lingtse,7.97,43.03,97.0,0.1852,20.1,80.3,48.4,-1.67,0,0
997.3,23.19,93.5,-0.44785,GHS paro,9.28,47.62,267.43,0.195,14.3,87.7,86.3,-6.02,0,0
3648.4,37.26,237.6,-0.18173,GHS paro,9.71,34.23,91.38,0.2838,0.1,70.7,73.6,-2.16,0,0
2769.6,23.73,35.8,-0.25971,LHS Daling,17.68,130.07,335.28,0.1359,1.2,90.7,86.4,-18.73,1,1
1781.5,29.2,56.9,-1.41839,Lingtse,0.09,1.28,7.23,0.0714,19.9,44.7,23.1,-1.07,0,0
2567.4,20.8,342.0,0.11303,LHS Daling,6.32,27.42,53.84,0.2305,8.2,83.0,60.9,-8.6,1,0
2339.8,11.95,269.1,0.36653,GHS paro,0.05,1.56,3.2,0.0342,17.7,53.7,29.8,-2.0,0,0
3326.8,34.33,101.0,1.14927,GHS paro,0.04,1.09,4.27,0.041,6.8,64.3,25.3,-1.64,0,0
3288.2,17.98,117.5,0.00969,Sedimentary/Alluvium,13.55,68.34,154.66,0.1982,-2.2,82.6,60.4,-4.17,0,0
1964.4,21.7,203.9,0.02579,Sedimentary/Alluvium,30.17,175.79,442.76,0.1716,6.8,97.9,94.9,-7.74,0,1
1333.5,23.81,265.5,0.429,Sedimentary/Alluvium,2.08,68.61,122.9,0.0303,17.0,91.8,70.9,-3.84,0,0
1024.5,7.52,182.1,0.6378,MCT zone,0.47,8.02,10.83,0.058,14.0,66.6,17.1,-2.14,0,0
2567.4,20.8,342.0,0.11303,LHS Daling,26.17,128.01,207.97,0.2044,5.3,76.1,59.1,-0.54,0,0
2637.3,19.84,129.2,-0.02864,GHS paro,24.89,132.85,345.91,0.1874,0.2,98.7,80.5,-16.93,1,1
4499.6,40.3,286.2,0.7962,GHS paro,2.57,22.41,61.92,0.1146,-0.6,84.6,63.4,-1.2,0,0
331.0,9.11,114.9,0.29684,Lingtse,3.27,35.76,73.15,0.0913,24.4,71.3,72.0,-3.03,0,0
1508.3,10.85,40.8,0.9759,LHS Daling,18.43,107.55,321.49,0.1714,7.0,87.0,75.7,-18.45,1,0
2105.5,8.16,194.9,-0.63788,MCT zone,1.52,6.12,6.12,0.2478,17.4,46.3,39.6,-2.42,0,0
3034.6,10.04,225.4,0.54995,Lingtse,0.25,2.33,2.33,0.1083,5.4,58.9,45.0,-2.15,0,0
4363.8,44.32,318.6,0.64903,GHS paro,0.34,0.43,3.51,0.7986,0.9,45.3,41.5,-1.14,0,0
2252.0,22.27,63.1,0.43436,MCT zone,12.46,84.84,183.72,0.1469,14.1,76.1,74.0,-2.0,0,0
1098.8,14.19,98.7,0.02467,LHS Daling,0.51,2.01,2.01,0.2527,15.3,53.0,35.5,-2.67,0,0
1560.2,23.92,316.3,-0.22047,LHS Daling,0.08,2.96,12.62,0.026,18.1,62.8,27.5,-0.64,0,0
1995.2,57.09,128.7,-0.48373,GHS paro,10.73,32.99,104.53,0.3254,11.4,70.9,46.2,-4.23,0,0
3444.1,39.43,119.9,0.03141,GHS paro,0.43,12.11,24.12,0.0352,9.1,71.9,43.4,1.47,0,0
484.2,40.05,322.3,-0.20604,LHS Daling,35.05,216.04,494.49,0.1622,19.3,88.7,77.8,-16.73,1,1
688.5,25.28,41.3,-0.25023,GHS paro,21.39,146.22,528.74,0.1463,13.9,96.9,88.8,-18.59,1,0
3652.8,14.68,26.1,-0.57531,MCT zone,0.11,4.08,5.98,0.0267,-3.2,58.6,24.8,-3.11,0,0
1395.2,25.56,131.9,0.47969,LHS Daling,0.12,2.17,34.67,0.0539,21.8,44.0,41.6,-8.06,1,0
2192.4,10.7,65.2,-0.17125,Sedimentary/Alluvium,29.94,223.47,647.52,0.134,5.2,86.2,97.6,-14.11,1,1
2856.0,42.06,153.4,1.5748,GHS paro,27.34,192.39,422.69,0.1421,2.1,96.1,81.3,-1.3,0,1
3599.7,31.12,198.7,1.10566,GHS paro,0.14,4.75,8.21,0.0293,1.1,65.7,34.4,-11.27,1,0
1405.0,38.68,130.5,-3.6744,GHS paro,9.16,42.69,91.32,0.2147,15.4,85.2,65.0,-3.27,0,0
1222.6,22.76,268.0,-1.72628,LHS Daling,0.16,3.37,11.91,0.0474,23.5,64.9,16.3,-1.8,0,0
2071.9,8.92,260.0,0.18141,LHS Daling,3.12,37.19,81.02,0.0838,5.6,74.4,58.9,-5.53,0,0
2310.8,27.02,246.1,0.25513,GHS paro,0.02,12.32,23.03,0.0018,4.5,47.7,45.0,-1.53,0,0
2981.2,15.8,100.8,-0.0154,LHS Daling,2.05,18.16,62.73,0.1128,4.4,77.6,71.9,-1.9,0,0
1656.8,25.23,93.5,0.37304,GHS paro,0.29,1.66,18.55,0.1751,12.7,68.7,27.3,-2.29,0,0
2154.7,38.75,235.8,-1.26287,GHS paro,11.99,182.32,385.28,0.0657,2.5,95.2,95.9,-11.0,1,1
3558.3,28.65,168.7,0.55387,GHS paro,0.42,11.76,11.76,0.0358,1.6,56.6,31.4,-1.01,0,0
2192.4,10.7,65.2,-0.17125,Sedimentary/Alluvium,0.25,0.25,0.78,1.0,6.2,43.0,25.3,-1.95,0,0
1693.0,12.36,151.1,0.08023,GHS paro,2.06,26.61,89.32,0.0774,6.0,84.4,67.4,-3.43,0,0
2704.6,23.24,147.0,-0.15985,Lingtse,0.49,1.3,7.87,0.3781,2.8,56.2,40.8,-0.07,0,0
3675.1,25.7,196.0,-0.79408,GHS paro,32.41,226.11,560.36,0.1433,0.7,98.7,82.6,-28.63,1,1
664.8,11.08,39.8,0.12105,LHS Daling,8.91,29.88,88.95,0.2981,23.3,73.8,61.3,-3.22,0,0
3202.5,16.79,120.6,0.76561,Sedimentary/Alluvium,0.8,3.86,19.85,0.2083,7.9,60.2,43.0,-1.02,0,0
778.1,24.13,299.6,-0.09059,Lingtse,11.9,167.78,440.53,0.0709,11.6,91.7,76.0,-6.0,0,1
363.0,15.24,51.8,-2.0988,LHS Daling,6.89,50.76,113.18,0.1358,14.3,73.4,53.7,-2.83,0,0
2420.2,24.49,321.4,0.0304,LHS Daling,2.38,26.15,57.81,0.0911,11.3,70.1,45.4,-11.85,1,0
2885.1,24.95,2.3,-0.14888,GHS paro,21.34,132.53,355.47,0.161,0.1,90.9,76.9,-17.51,1,1
687.5,15.4,18.7,0.46909,LHS Daling,0.09,1.81,9.0,0.0483,25.1,62.1,42.1,-1.45,0,0
1949.5,8.28,36.6,0.20913,LHS Daling,1.2,1.2,1.71,1.0,17.5,71.2,16.5,-2.83,0,0
2774.8,23.95,354.3,0.10744,GHS paro,4.85,24.44,83.05,0.1986,2.6,74.0,55.8,-7.71,1,0
602.6,6.61,156.9,1.39894,LHS Daling,0.08,13.41,19.8,0.0056,16.4,52.3,18.5,-1.16,0,0
430.5,30.96,128.3,-0.42371,LHS Daling,0.52,1.01,10.28,0.5143,28.5,47.0,38.3,-1.46,0,0
1188.3,43.25,151.2,0.33433,LHS,4.05,68.97,123.97,0.0587,11.2,84.8,70.8,-3.33,0,0
3943.1,33.32,184.0,0.10064,GHS paro,23.22,194.08,447.32,0.1197,-8.3,90.5,92.6,-11.25,1,1
2125.0,46.05,191.0,-2.60639,MCT zone,0.21,1.97,3.1,0.1087,17.3,49.5,36.7,-0.41,0,0
559.2,32.66,164.1,-1.14481,LHS,0.37,7.15,7.15,0.0524,25.3,58.1,38.3,-1.63,0,0
1744.7,29.32,200.9,-1.27967,MCT zone,6.93,36.16,89.54,0.1916,9.2,87.4,70.4,-4.05,0,0
2902.6,21.88,82.5,0.64548,Lingtse,0.1,1.48,1.48,0.0645,4.1,45.4,38.6,-0.29,0,0
531.1,24.61,162.1,-1.8968,LHS Daling,22.78,148.24,385.3,0.1537,18.1,94.9,74.0,-11.91,1,1
1275.7,13.11,170.7,-0.19516,LHS Daling,3.77,32.16,72.52,0.1173,18.1,71.4,65.6,-1.75,0,0
443.9,17.37,166.5,-0.74408,LHS Daling,0.05,10.57,10.57,0.0048,20.1,60.8,26.5,-0.65,0,0
3113.9,20.99,233.9,0.23455,GHS paro,14.03,42.6,110.48,0.3294,5.3,88.1,63.3,-1.96,0,0
1894.5,38.57,137.5,-0.23858,LHS Daling,1.01,20.0,34.16,0.0504,10.8,65.0,29.5,-1.26,0,0
815.6,8.55,96.8,0.1195,Lingtse,2.58,19.93,74.52,0.1293,12.1,78.5,70.9,-4.72,0,0
4419.5,44.36,24.9,-1.97332,GHS paro,2.0,4.95,18.84,0.4044,-7.6,44.5,38.9,-0.81,0,0
2437.7,13.77,55.2,-0.43851,Lingtse,2.76,2.76,2.76,1.0,16.5,72.3,42.3,-1.8,0,0
1464.1,35.14,199.6,-0.4741,LHS Daling,6.92,31.9,83.92,0.2169,14.6,71.3,60.2,-5.11,0,1
1295.0,19.83,280.7,0.2262,LHS Daling,0.21,2.93,5.6,0.0717,24.0,69.8,30.9,-0.04,0,0
3652.3,18.06,11.2,0.03446,LHS Daling,25.2,211.38,534.95,0.1192,-3.4,98.5,76.1,-17.26,1,1
2560.4,18.55,4.7,0.49107,GHS paro,1.59,18.66,58.6,0.0855,3.7,80.2,54.6,-2.81,0,0
2702.1,5.43,62.4,0.0152,LHS Daling,0.08,7.83,7.83,0.0103,12.1,47.4,21.5,-1.33,0,0
3778.5,6.09,29.8,-0.42605,LHS Daling,45.68,183.53,471.38,0.2489,0.5,92.5,88.7,-23.3,1,1
3651.1,24.01,304.0,-0.24229,LHS Daling,18.74,113.83,359.55,0.1646,-0.8,92.4,77.3,-17.3,1,1
3008.6,5.66,54.6,0.96137,LHS Daling,0.23,15.46,17.37,0.015,5.8,40.6,20.9,-1.6,0,0
3477.6,11.76,337.0,0.52704,GHS paro,0.1,11.58,18.89,0.0088,6.8,57.6,18.4,-0.43,0,0
2527.4,5.86,265.5,-0.39585,MCT zone,0.43,6.88,16.14,0.0632,11.0,45.0,28.0,-0.64,0,0
1562.4,47.91,131.9,1.22189,GHS paro,17.52,151.28,426.17,0.1158,4.9,95.9,94.9,-6.61,0,1
1730.2,39.98,116.0,-0.79668,Lingtse,0.14,8.87,43.87,0.0159,15.0,53.9,25.9,-2.25,0,0
2075.9,24.07,354.5,0.55371,LHS Daling,1.32,10.68,46.54,0.124,7.9,81.3,46.5,-3.76,0,0
2324.0,6.59,47.2,-0.25839,Sedimentary/Alluvium,8.36,102.99,264.39,0.0812,8.1,96.5,97.6,-8.26,0,0
1924.3,16.66,223.5,0.49077,LHS Daling,0.16,4.72,4.72,0.0342,12.0,61.4,35.3,-0.37,0,0
453.1,5.19,201.5,0.12393,LHS Daling,0.19,0.38,9.98,0.5158,19.5,70.4,35.1,-0.44,0,0
4512.6,39.73,232.3,0.14858,GHS paro,5.85,29.3,63.4,0.1998,-5.0,75.5,50.0,-3.18,0,0
2213.3,19.37,55.6,-0.22012,GHS paro,0.25,0.51,2.1,0.4917,5.2,72.3,43.4,-1.99,0,0
1420.2,41.49,147.2,-0.96479,LHS Daling,6.66,38.55,77.81,0.1727,10.0,79.9,52.0,-1.09,0,0
1658.6,7.92,286.8,0.04907,LHS Daling,2.6,2.6,6.95,1.0,9.7,61.6,42.8,-4.16,0,0
1246.4,14.84,315.9,0.00588,LHS Daling,0.92,3.03,15.61,0.3033,20.5,67.3,34.5,-3.76,1,0
2877.0,39.45,153.3,3.34671,GHS paro,0.05,5.56,30.68,0.0096,8.5,47.3,42.4,-2.03,0,0
800.1,6.77,83.0,0.12353,LHS Daling,40.55,198.66,470.92,0.2041,16.4,95.0,91.4,-7.52,0,1
3381.1,16.16,217.1,-0.12209,GHS paro,8.66,26.32,74.35,0.329,7.2,84.5,55.7,-5.27,0,0
2108.0,12.09,220.1,-0.33878,LHS Daling,9.78,37.14,63.1,0.2634,9.0,75.6,54.8,-3.52,0,0
548.3,16.33,230.8,0.38563,GHS paro,27.62,162.27,514.78,0.1702,17.8,96.0,95.7,-5.03,0,0
1207.7,14.78,49.3,-0.06998,MCT zone,30.98,178.71,581.06,0.1733,15.2,88.5,86.1,-13.03,1,1
566.8,5.83,250.2,-0.17893,LHS Daling,0.16,0.22,1.77,0.7247,23.0,45.5,25.0,-1.07,0,0
3649.6,29.28,332.0,0.89263,GHS paro,0.3,0.63,6.78,0.4839,-0.3,67.5,33.3,-1.86,0,0
1619.6,41.04,151.0,-0.22871,Lingtse,0.28,3.61,6.96,0.0774,10.6,56.3,30.4,-2.04,0,0
969.9,42.54,180.8,-0.39642,Lingtse,1.36,1.36,3.66,1.0,19.9,40.4,43.9,-0.76,0,0
366.9,5.56,65.0,-0.54876,MCT zone,9.55,30.22,79.15,0.3162,17.0,71.2,70.4,-5.37,0,0
396.4,11.66,147.4,0.49444,LHS Daling,0.7,31.05,72.49,0.0225,17.6,87.1,54.2,-0.03,0,0
965.4,12.92,254.3,-0.11816,MCT zone,56.16,301.11,683.89,0.1865,13.3,91.8,72.4,-18.2,1,1
2112.9,22.9,162.5,0.20638,LHS Daling,0.31,0.74,22.89,0.4174,10.4,70.3,30.1,-1.38,0,0
4541.2,37.09,227.8,-0.65604,GHS paro,0.02,0.09,3.54,0.1967,-0.8,71.9,27.2,-1.82,0,0
351.4,25.37,227.7,-0.46797,MCT zone,0.75,3.91,11.61,0.1921,24.2,66.7,44.5,-1.19,0,0
3758.1,25.24,93.4,0.06774,LHS Daling,0.48,6.7,6.7,0.0714,7.4,69.7,20.8,-1.96,0,0
2194.9,19.74,42.4,0.03273,GHS paro,1.24,3.77,3.77,0.3278,13.3,66.1,15.8,-1.27,0,0
2427.1,19.38,57.9,0.48841,Lingtse,0.44,1.98,2.91,0.2235,14.9,64.1,41.8,-6.4,1,0
2540.8,29.68,152.5,-1.31359,GHS paro,0.15,9.37,9.37,0.0155,6.8,64.4,35.9,-1.2,0,0
3716.0,17.73,8.9,-0.32127,LHS Daling,31.53,261.95,687.96,0.1204,-6.1,94.5,84.5,0.22,0,1
410.6,43.92,192.2,-0.7893,LHS Daling,5.67,18.94,80.11,0.2995,23.8,79.4,58.1,-2.04,0,0
3484.8,17.25,291.4,-0.17498,Sedimentary/Alluvium,1.66,37.34,121.68,0.0446,-3.1,79.8,65.1,-4.74,1,0
1268.6,39.29,122.2,-0.30767,LHS Daling,0.2,5.12,17.42,0.0386,15.6,63.8,41.5,-1.12,0,0
1855.0,57.32,205.3,3.78481,GHS paro,21.74,143.02,347.58,0.152,12.3,85.4,97.1,-7.4,0,1
4521.2,38.66,226.7,0.80585,GHS paro,19.19,120.77,341.13,0.1589,-11.7,92.9,81.6,-14.83,1,1
738.8,18.97,38.2,-2.5722,LHS Daling,0.57,9.95,9.95,0.0577,18.5,62.6,29.3,-9.67,1,1
2541.7,14.42,154.0,0.32629,GHS paro,7.88,35.29,91.13,0.2232,7.5,82.2,46.4,-16.0,1,0
880.1,10.81,355.2,0.41198,LHS Daling,9.62,56.35,136.7,0.1707,15.9,89.3,59.5,-5.17,0,0
1508.2,12.26,45.1,-0.10094,LHS Daling,1.1,1.1,30.93,1.0,22.5,61.0,39.3,-1.45,0,0
4511.9,25.93,229.5,0.87586,GHS paro,11.28,148.79,522.03,0.0758,-5.7,94.9,79.8,-2.92,0,0
1626.8,22.68,335.5,-1.1489,GHS paro,8.46,109.02,365.55,0.0776,12.4,93.2,92.5,-12.7,1,1
1389.3,12.77,209.9,-0.02231,MCT zone,33.64,148.56,408.19,0.2264,10.5,90.0,72.8,-7.57,1,1
624.9,19.38,294.2,-0.16151,LHS Daling,0.52,7.81,11.28,0.0663,27.1,65.6,36.7,-1.97,0,0
2112.9,22.9,162.5,0.20638,LHS Daling,0.37,1.26,5.06,0.2913,14.8,44.2,37.1,-1.39,0,0
1690.0,27.87,149.8,-4.31281,GHS paro,0.03,0.77,4.15,0.0373,15.1,47.7,35.0,-0.92,0,0
2774.4,12.9,250.6,-0.23221,MCT zone,0.14,13.8,19.85,0.0104,5.2,56.7,18.8,-2.41,0,0
484.2,40.05,322.3,-0.20604,LHS Daling,30.27,209.55,461.19,0.1445,14.0,95.7,85.2,-18.27,1,1
2723.7,18.69,231.8,0.38555,Lingtse,11.03,69.1,134.52,0.1596,8.3,84.2,74.4,-10.66,1,0
932.5,38.04,242.0,-1.27259,LHS Daling,1.66,27.39,53.55,0.0607,16.2,77.0,50.6,-3.2,0,0
2111.1,15.98,223.2,0.34803,MCT zone,2.33,12.69,39.99,0.1838,15.3,80.6,48.2,-5.3,0,0
408.3,16.97,274.9,0.48524,GHS paro,0.08,0.57,14.72,0.1379,22.5,62.9,43.4,-1.17,0,0
3511.2,23.83,246.8,-0.11672,Lingtse,0.84,0.98,0.98,0.8637,3.9,59.7,37.2,-2.3,0,0
4077.5,41.88,151.5,-0.12041,GHS paro,0.09,1.57,6.33,0.0542,3.7,56.1,32.9,-6.32,1,0
459.8,7.31,124.5,0.28047,MCT zone,0.3,0.41,2.56,0.7321,21.8,59.9,29.8,-2.33,0,0
865.9,19.26,288.6,-0.24313,MCT zone,0.48,10.64,10.64,0.0451,24.6,58.0,28.1,-2.59,0,0
2252.0,22.27,63.1,0.43436,MCT zone,0.54,1.02,16.6,0.5319,11.9,57.9,22.7,-1.8,0,0
1398.9,12.55,228.1,-0.3144,LHS Daling,6.68,105.8,291.18,0.0631,11.8,95.7,77.1,-5.54,0,0
2005.5,50.54,108.2,2.66679,GHS paro,18.51,112.07,364.16,0.1652,11.5,89.5,83.1,-22.85,1,1
3326.8,34.33,101.0,1.14927,GHS paro,0.26,2.69,4.62,0.0983,11.1,41.1,21.2,0.01,0,0
1712.4,47.63,212.2,-1.87086,MCT zone,0.02,3.13,3.13,0.0054,21.4,42.2,21.9,-1.82,0,0
717.9,43.3,191.4,-0.63443,LHS,3.99,35.77,76.81,0.1115,20.6,88.2,62.7,2.11,0,0
624.9,19.38,294.2,-0.16151,LHS Daling,38.76,155.18,425.33,0.2497,19.3,95.9,81.5,-11.1,1,1
990.0,58.25,149.9,-0.23042,LHS Daling,18.17,156.76,490.22,0.1159,14.0,92.3,86.7,-17.65,1,1
2086.5,8.42,14.2,-0.35392,GHS paro,0.36,1.01,2.19,0.3605,16.9,48.7,41.0,-2.59,0,0
3354.6,5.95,44.7,0.39851,LHS Daling,2.24,2.24,13.34,1.0,-1.6,73.2,31.6,-1.08,0,0
2542.2,16.28,322.1,-0.20191,Lingtse,1.91,6.82,7.05,0.2805,8.2,40.1,39.0,-3.09,0,0
1044.3,7.93,92.8,-0.58575,Lingtse,3.24,22.58,42.74,0.1433,10.7,80.1,66.8,-3.87,0,0
3178.5,18.81,83.2,0.67108,GHS paro,16.01,191.33,434.28,0.0837,-3.6,92.8,94.7,-14.91,1,1
2833.9,12.12,73.9,-0.49755,MCT zone,0.31,2.53,6.75,0.1229,5.5,48.3,22.0,-2.91,0,0
3758.1,25.24,93.4,0.06774,LHS Daling,37.33,184.53,451.34,0.2023,-7.5,96.6,75.4,-6.89,0,1
907.5,44.38,179.0,-0.57958,LHS Daling,0.55,0.55,7.84,1.0,25.3,60.8,28.4,-0.9,0,0
818.9,43.59,159.2,-0.94059,LHS Daling,0.12,0.5,7.75,0.2486,26.8,40.2,21.2,-2.6,0,0
334.7,25.93,124.5,0.30643,Sedimentary/Alluvium,6.32,21.29,88.41,0.297,22.0,78.1,63.5,-10.62,1,0
1275.2,20.02,87.0,-0.7092,LHS Daling,2.69,12.19,58.17,0.2204,20.0,82.1,55.5,-1.94,0,0
1316.8,14.95,154.9,-0.62528,LHS Daling,8.18,31.86,114.79,0.2568,18.2,81.3,57.9,-8.51,1,0
2060.8,6.92,150.3,0.19639,LHS Daling,0.22,1.07,3.11,0.2069,13.8,54.8,40.6,-0.61,0,0
969.9,42.54,180.8,-0.39642,Lingtse,1.86,27.39,73.87,0.0678,15.2,79.1,55.3,-9.47,1,0
3199.6,5.38,214.7,0.6246,Sedimentary/Alluvium,4.35,35.41,86.78,0.1228,-2.4,78.7,54.9,-2.62,0,0
1940.7,16.4,303.1,-0.1397,Sedimentary/Alluvium,3.1,23.67,130.73,0.1308,11.8,79.0,49.5,-2.35,0,0
2266.1,41.78,145.4,-0.22321,LHS Daling,1.05,3.1,9.66,0.3379,17.0,42.6,22.8,-0.64,0,0
1646.2,36.67,82.4,-0.82978,GHS paro,21.72,171.53,394.46,0.1266,4.2,86.9,88.4,-8.25,0,0
656.6,15.35,208.8,-0.24391,Lingtse,0.74,0.74,1.18,1.0,24.6,50.1,35.6,-5.12,1,0
2192.4,10.7,65.2,-0.17125,Sedimentary/Alluvium,12.46,56.55,111.42,0.2202,7.8,71.3,46.3,-3.71,0,0
1521.2,49.46,194.5,-3.28752,LHS Daling,0.84,2.05,2.09,0.4105,19.2,74.4,24.6,-1.9,0,0
1899.7,41.84,108.5,-2.08298,GHS paro,10.28,97.45,188.57,0.1055,7.9,86.3,54.0,-5.79,0,1
656.6,15.35,208.8,-0.24391,Lingtse,31.45,146.14,458.77,0.2152,12.9,89.5,91.6,-9.49,0,1
2075.9,24.07,354.5,0.55371,LHS Daling,4.57,25.09,58.45,0.1823,15.3,73.9,54.3,-5.19,0,0
2579.0,12.87,128.2,-0.26057,Sedimentary/Alluvium,14.36,83.57,245.43,0.1719,-0.2,93.3,75.9,-25.08,1,0
410.2,34.47,166.5,-0.766,LHS,4.08,24.51,48.52,0.1664,19.0,70.0,62.6,-0.42,0,0
1967.7,30.88,229.9,-0.71852,LHS Daling,1.33,1.33,17.32,1.0,7.6,43.2,18.2,-1.52,0,0
2196.5,33.42,61.2,-3.38042,GHS paro,0.76,2.14,4.19,0.3543,18.4,43.5,33.0,0.01,0,0
740.5,26.66,106.3,1.23245,LHS Daling,12.9,42.8,110.57,0.3015,13.0,86.1,60.8,-14.82,1,1
799.1,15.34,143.0,-0.62236,LHS Daling,0.25,0.6,0.61,0.4096,21.3,40.4,22.6,-4.02,0,0
532.6,23.84,169.9,0.35797,LHS Daling,10.39,39.14,89.38,0.2654,21.7,91.6,48.2,-2.15,0,0
2473.2,24.97,355.1,-0.19355,GHS paro,29.65,166.08,389.69,0.1785,2.4,88.2,97.1,-7.71,0,0
3646.2,14.11,263.6,0.07334,LHS Daling,0.53,0.53,5.25,1.0,-0.0,60.4,36.3,-1.48,0,0
3444.9,37.05,164.1,0.98655,GHS paro,0.14,6.56,6.56,0.021,0.8,59.9,22.8,0.03,0,0
1648.0,35.14,168.2,-2.03151,GHS paro,33.67,338.9,702.27,0.0993,9.4,87.6,89.3,-3.12,0,1
559.2,32.66,164.1,-1.14481,LHS,1.61,34.76,88.82,0.0463,18.8,73.4,64.7,-10.39,1,1
2709.4,18.25,87.5,-0.48958,LHS Daling,9.71,35.11,114.29,0.2765,10.4,86.1,71.0,-0.6,0,0
1681.0,20.99,143.6,-0.02504,GHS paro,5.36,60.96,139.52,0.088,9.5,76.3,66.1,-4.21,0,0
548.3,16.33,230.8,0.38563,GHS paro,0.16,1.16,35.17,0.1408,18.8,58.6,36.5,-0.61,0,0
3178.9,8.0,339.4,-0.21145,LHS Daling,0.54,3.02,3.02,0.1772,6.1,49.5,43.0,-2.14,0,0
2051.4,10.9,237.0,-0.00135,GHS paro,4.89,23.24,63.16,0.2103,13.4,75.8,56.2,-2.14,0,0
313.4,16.73,80.8,0.15787,GHS paro,0.11,4.59,29.48,0.0241,25.7,73.9,33.4,-0.24,0,0
2877.0,39.45,153.3,3.34671,GHS paro,2.39,16.73,68.43,0.1429,10.4,80.1,55.9,-2.16,0,0
1163.1,23.99,354.2,0.17153,GHS paro,0.29,11.97,11.97,0.0242,15.0,57.5,34.9,0.35,0,0
724.2,32.49,236.1,-0.45072,LHS Daling,3.0,15.95,48.64,0.1878,14.8,91.1,45.0,-12.27,1,0
2666.6,17.62,67.2,0.69102,LHS Daling,1.19,23.7,49.82,0.0503,9.2,74.4,60.5,-4.81,0,0
2071.9,8.92,260.0,0.18141,LHS Daling,0.27,2.62,34.38,0.1024,11.4,62.0,25.8,-2.28,0,0
907.5,44.38,179.0,-0.57958,LHS Daling,0.2,9.47,9.47,0.0209,13.7,64.1,31.2,-1.68,0,0
4543.8,34.68,272.8,2.8904,GHS paro,36.65,187.88,522.11,0.1951,-11.9,87.2,84.9,-27.91,1,1
1576.1,13.99,294.3,0.2155,GHS paro,1.66,48.36,120.79,0.0344,8.8,70.7,48.3,-3.24,0,0
4468.7,25.01,162.9,-0.27643,GHS paro,10.99,145.87,467.99,0.0753,-4.9,95.2,82.1,-10.71,1,0
1041.9,31.76,168.8,-0.47383,LHS,3.15,16.81,70.71,0.1876,14.1,73.6,57.9,1.05,0,0
1979.2,57.72,111.8,3.02618,GHS paro,0.01,0.58,21.99,0.0162,7.4,54.4,43.6,-2.84,0,0
770.5,18.51,107.0,0.41596,LHS Daling,2.61,23.19,73.63,0.1127,14.8,81.8,47.3,-3.48,1,0
1208.4,16.17,248.2,1.03583,LHS Daling,2.57,13.05,25.94,0.1967,16.8,86.5,47.6,-4.19,0,0
