Name,descriptio,layer,Area,Slope,Aspect,Curvature,Elevation,Domain,Extent,Geology
Translational slide,Active,shallowGoogleEarthslides Characterised,3257.409,33.188486735026039,240.669031778971373,-190322544.000000000000000,3489.333333333333485,"4",East Sikkim,GHS paro
Rock slide,"2015",shallowGoogleEarthslides Characterised,3514.308,32.171006774902345,208.286132812500000,19150172.000000000000000,3567.400000000000091,"4",East Sikkim,GHS paro
Debris slide,"2011",shallowGoogleEarthslides Characterised,5413.441,41.326343154907221,95.542938232421875,-101232264.799999997019768,1199.400000000000091,"3",East Sikkim,GHS paro
Translational slide,"2011",shallowGoogleEarthslides Characterised,1681.631,23.501293808220368,127.548663160505555,-119452069.249817296862602,1846.459981822355303,"3",East Sikkim,GHS paro
Translational slide,"2011",shallowGoogleEarthslides Characterised,4731.906,28.862406049455917,220.638946533203125,-77656026.142857149243355,1382.428571428571331,"3",East Sikkim,GHS paro
Debris slide,"Active
2015",shallowGoogleEarthslides Characterised,39683.634,28.940892716671559,138.750899538080745,-85848272.382978722453117,1919.489361702127553,"3",East Sikkim,GHS paro
Debris slide,"2012",shallowGoogleEarthslides Characterised,13716.800,27.016931533813477,246.123892784118652,25513017.875000003725290,2310.812500000000000,"3",East Sikkim,GHS paro
Debris slide,"2015",shallowGoogleEarthslides Characterised,1681.275,30.417078018188477,91.659976959228516,-68748740.000000000000000,2664.000000000000000,"3",East Sikkim,GHS paro
Debris slide,"2011",shallowGoogleEarthslides Characterised,1184.522,21.512290954589844,108.656066894531250,-222487344.000000000000000,2728.000000000000000,"3",East Sikkim,GHS paro
Shallow translational slide,"2011",shallowGoogleEarthslides Discussed with Claire,916.179,44.217835411719321,156.789568271473286,-188807061.348695397377014,2262.318860407809552,"3",East Sikkim,GHS paro
Shallow translational slide,"2011",shallowGoogleEarthslides Discussed with Claire,1556.011,38.336067199707031,157.758611043294280,-155998805.166666656732559,1605.333333333333258,"3",East Sikkim,GHS paro
Debris slide,"2011",shallowGoogleEarthslides Discussed with Claire,1835.490,38.679925282796226,130.524642944335938,-367440400.000000000000000,1405.000000000000000,"3",East Sikkim,GHS paro
Rock slide,"2011",shallowGoogleEarthslides Discussed with Claire,50668.850,41.952654838562005,117.051855810757345,-56954425.812483161687851,1669.310344827586277,"3",East Sikkim,GHS paro
Rock slide,"2011",shallowGoogleEarthslides Discussed with Claire,27740.694,49.842113941907883,114.242682218551636,-122782711.656250000000000,1775.343750000000000,"3",East Sikkim,GHS paro
Debris slide,"2011",shallowGoogleEarthslides Discussed with Claire,3930.402,36.665606021881104,82.382875442504883,-82978318.000000000000000,1646.250000000000000,"3",East Sikkim,GHS paro
Rock slide,"2011",shallowGoogleEarthslides Discussed with Claire,330.193,54.874000884612663,128.536543669947037,-127633953.379541546106339,1985.374161335640338,"3",East Sikkim,GHS paro
Shallow translational slide,"2011",shallowGoogleEarthslides Discussed with Claire,3282.278,30.990553379058834,106.285337448120117,-153718836.000000000000000,1756.250000000000000,"3",East Sikkim,GHS paro
Debris slide,"2011",shallowGoogleEarthslides Discussed with Claire,615.748,56.206921468427616,199.027224991646619,-451760773.951868832111359,1707.241296840040377,"3",East Sikkim,GHS paro
Shallow translational slide,"2011",shallowGoogleEarthslides Discussed with Claire,6369.219,50.314683278401695,113.009900410970047,-18639486.666666667908430,1847.333333333333258,"3",East Sikkim,GHS paro
Rock slide,"2011",shallowGoogleEarthslides Discussed with Claire,10874.902,48.169025284903391,110.886284964425229,-199183807.714285701513290,1848.500000000000000,"3",East Sikkim,GHS paro
Shallow translational slide,"2011",shallowGoogleEarthslides Discussed with Claire,8153.597,45.006539916992189,228.561679077148426,-193893080.800000041723251,1966.000000000000000,"3",East Sikkim,GHS paro
Debris slide-flow,"2011",shallowGoogleEarthslides Discussed with Claire,159877.040,38.754109852054576,235.792061840314318,-126286829.175518140196800,2154.735751295336740,"3",East Sikkim,GHS paro
Shallow translational slide,"2011",shallowGoogleEarthslides Discussed with Claire,2010.114,45.441743850708008,120.791381835937500,-332634672.000000059604645,2090.500000000000000,"3",East Sikkim,GHS paro
Unknown,"2011",shallowGoogleEarthslides Discussed with Claire,2716.426,33.624439239501953,100.712539672851563,-282776964.000000000000000,2179.750000000000000,"3",East Sikkim,GHS paro
Rock slide,"2011",shallowGoogleEarthslides Discussed with Claire,5770.841,47.583229064941406,193.158561706542969,253439792.000000000000000,2538.875000000000000,"3",East Sikkim,GHS paro
Rock slide,"2011",shallowGoogleEarthslides Discussed with Claire,12623.007,57.949675559997559,176.037881851196289,-210688958.500000000000000,2394.750000000000000,"3",East Sikkim,GHS paro
Shallow translational slide,"2011",shallowGoogleEarthslides Discussed with Claire,17773.956,40.069811387495562,201.784000049937845,-403133422.818181812763214,2280.500000000000000,"3",East Sikkim,GHS paro
Rock slide,"2011",shallowGoogleEarthslides Discussed with Claire,7093.632,50.674103207058373,178.517796834309934,112320684.666666686534882,1750.111111111111086,"3",East Sikkim,GHS paro
Shallow translational slide,"2011",shallowGoogleEarthslides Discussed with Claire,2849.774,57.317028045654297,205.337890625000000,378480885.333333313465118,1855.000000000000000,"3",East Sikkim,GHS paro
Debris slide,"2011",shallowGoogleEarthslides Discussed with Claire,2909.620,49.538972218831383,200.460622151692718,-69599873.333333328366280,1497.666666666666742,"3",East Sikkim,GHS paro
Debris slide,"2011",shallowGoogleEarthslides Discussed with Claire,827.841,32.883121102424113,193.856718758339127,-338288971.587224602699280,1504.174996215103420,"3",East Sikkim,GHS paro
Shallow translational slide,"2011",shallowGoogleEarthslides Discussed with Claire,1207.996,51.741628646850586,157.844650268554688,-133197516.000000000000000,2464.500000000000000,"3",East Sikkim,GHS paro
Shallow translational slide,"2011",shallowGoogleEarthslides Discussed with Claire,1427.120,47.428663253784173,179.055816650390625,-239756800.000000029802322,2438.000000000000000,"3",East Sikkim,GHS paro
Debris slide,"2011",shallowGoogleEarthslides Discussed with Claire,15607.876,44.717160275107936,195.140881990131589,-127780478.526315793395042,2879.263157894737105,"3",East Sikkim,GHS paro
Debris slide-flow,"2011",shallowGoogleEarthslides Discussed with Claire,64259.284,48.125930510069203,194.701811137952291,-168575061.296052634716034,2987.723684210526244,"3",East Sikkim,GHS paro
Debris slide,"2011",shallowGoogleEarthslides Discussed with Claire,6381.737,49.948531014578691,150.162237984793535,53482594.589285716414452,2611.857142857142662,"3",East Sikkim,GHS paro
Debris slide,1/9/2015,shallowGoogleEarthslides Discussed with Claire,23749.878,46.010090691702707,185.764958517892012,-176194181.000000000000000,2855.678571428571558,"3",East Sikkim,GHS paro
Debris slide,"2012",shallowGoogleEarthslides Discussed with Claire,22158.792,35.119388156467011,296.901713053385436,51652960.000000000000000,2940.481481481481296,"3",East Sikkim,GHS paro
Debris slide,"2011",shallowGoogleEarthslides Characterised,1221.398,34.082178115844727,125.735069274902330,-29519116.000000000000000,1991.500000000000000,,Sikkim,GHS paro
Debris slide,"2002",shallowGoogleEarthslides Characterised,4808.119,27.167778985840933,190.939982822963174,-327498045.714285731315613,2036.857142857142890,,Sikkim,GHS paro
Rock slide,Active,shallowGoogleEarthslides Characterised,54719.638,41.707979381084442,231.625671386718750,-66554759.765625000000000,2692.218750000000000,,Sikkim,GHS paro
Rock slide,"2012",shallowGoogleEarthslides Characterised,52312.697,31.911672361435429,217.925889784289950,-147217067.350806444883347,2322.258064516129252,,Sikkim,GHS paro
Translational slide,"2017
Shadow",shallowGoogleEarthslides Characterised,36441.896,40.802028005773373,278.550126254558563,-105430572.954545453190804,3144.977272727272521,,Sikkim,GHS paro
Debris slide,"Active
In 'morainic' deposit",shallowGoogleEarthslides Characterised,17244.727,30.543435668945310,224.538764190673817,-2952069.200000000186265,4021.750000000000000,,Sikkim,GHS paro
Debris slide,Active,shallowGoogleEarthslides Characterised,6858.581,40.303109645843506,194.052249908447266,-28438587.000000000000000,4308.000000000000000,,Sikkim,GHS paro
Translational slide,"2002",shallowGoogleEarthslides Characterised,68451.610,31.267328555070900,206.562325875970373,-55612634.962025314569473,2122.569620253164430,,Sikkim,GHS paro
Translational slide,"2002",shallowGoogleEarthslides Characterised,33998.155,23.449323617276686,223.667982101440430,-147617804.833333343267441,2146.261904761904589,,Sikkim,GHS paro
Debris slide,"Active
2018",shallowGoogleEarthslides Characterised,50819.102,29.681546977308930,152.475843585905494,-131358990.000000000000000,2540.770491803278674,,Sikkim,GHS paro
Debris slide,"2011",shallowGoogleEarthslides Characterised,2882.717,39.487042427062995,61.599683761596680,6839912.000000000000000,1751.250000000000000,,Sikkim,GHS paro
Debris slide,"2011",shallowGoogleEarthslides Characterised,6373.617,49.960213979085289,202.228125678168396,-225679880.888888895511627,1226.888888888888914,,Sikkim,GHS paro
Debris slide,"2010",shallowGoogleEarthslides Characterised,5662.009,31.850902012416295,180.609150477818076,-48857634.571428574621677,1394.285714285714221,,Sikkim,GHS paro
Debris slide,"2010",shallowGoogleEarthslides Characterised,11725.773,25.621781667073567,104.095648701985681,-99551303.733333334326744,1406.599999999999909,,Sikkim,GHS paro
Debris slide,"2011",shallowGoogleEarthslides Characterised,1554.388,43.844751993815102,192.769119262695341,-690239072.000000000000000,1233.000000000000000,,Sikkim,GHS paro
Debris slide,"2011",shallowGoogleEarthslides Characterised,3478.125,32.330298105875649,185.231414794921875,-302880890.666666686534882,1414.000000000000000,,Sikkim,GHS paro
Debris slide,"2011",shallowGoogleEarthslides Characterised,20867.110,40.896604537963867,92.168814697265631,-98841877.359999999403954,1975.480000000000018,,Sikkim,GHS paro
Debris slide,"2011",shallowGoogleEarthslides Characterised,1870.062,33.424868583679199,61.242794036865234,-338042048.000000000000000,2196.500000000000000,,,GHS paro
Debris slide,"2011",shallowGoogleEarthslides Discussed with Claire,9911.650,46.610393206278481,136.047765096028655,35041198.416666664183140,2056.083333333333485,,,GHS paro
Debris slide,"2011",shallowGoogleEarthslides Discussed with Claire,1644.976,41.358318328857422,203.432975769042969,-19797537.999999996274710,2141.500000000000000,,,GHS paro
Debris slide,"2011",shallowGoogleEarthslides Discussed with Claire,2057.555,27.866253852844238,149.804153442382813,-431280640.000000000000000,1690.000000000000000,,,GHS paro
Debris slide,"2011",shallowGoogleEarthslides Characterised,1040.852,31.761265275552486,168.759057647418445,-47383067.468546025454998,1041.917971080278221,,Sikkim,LHS
Debris slide,"2011",shallowGoogleEarthslides Characterised,1304.869,35.719947814941406,210.986282348632813,-93238580.000000000000000,1264.000000000000000,,Sikkim,LHS
Debris slide,"2011",shallowGoogleEarthslides Characterised,29913.081,34.472760783301460,166.538948482937286,-76599941.833333328366280,410.194444444444457,,Sikkim,LHS
Debris slide,"2011",shallowGoogleEarthslides Characterised,3282.410,39.257815678914390,115.686678568522140,-156719680.000000000000000,660.666666666666629,,Sikkim,LHS
Debris slide,"2011",shallowGoogleEarthslides Characterised,1795.466,61.199985504150391,147.541158040364621,-97438349.333333328366280,1331.666666666666742,,Sikkim,LHS
Debris slide,"2011
persistent",shallowGoogleEarthslides Characterised,20094.818,48.318114995956421,175.777330398559570,-141179852.520833343267441,960.208333333333371,,Sikkim,LHS
Debris slide,"2017",shallowGoogleEarthslides Characterised,11477.814,39.592727025349937,151.548961893717461,-172560347.000000000000000,857.133333333333326,,Sikkim,LHS
Debris slide,"2011",shallowGoogleEarthslides Characterised,994.727,54.622355958179810,194.430333577464580,356793403.698961734771729,931.261205627511913,,Sikkim,LHS
Debris slide,"2011",shallowGoogleEarthslides Characterised,2022.032,44.609762191772461,166.259086608886719,-228238824.000000000000000,735.000000000000000,,Sikkim,LHS
Debris slide-flow,"2011",shallowGoogleEarthslides Characterised,6289.229,49.648470742361887,207.054421561104903,-24787257.142857145518064,1539.428571428571331,,Sikkim,LHS
Debris slide,"2011",shallowGoogleEarthslides Characterised,451.341,43.297515619422448,191.433521043865824,-63443377.753925085067749,717.891647531560352,,Sikkim,LHS
Debris slide,"2011",shallowGoogleEarthslides Characterised,2899.948,7.595683217048646,87.018207550048828,-219960448.000000000000000,605.000000000000000,,Sikkim,LHS
Debris slide,"2011",shallowGoogleEarthslides Characterised,7137.497,32.658522235022652,164.116689046223968,-114480509.000000000000000,559.222222222222172,,Sikkim,LHS
Debris slide,"2011",shallowGoogleEarthslides Characterised,1109.154,43.248066604501766,151.163674018827123,33433024.404569342732430,1188.301875537946444,,Sikkim,LHS
Debris slide-flow,"2011",shallowGoogleEarthslides Characterised,30713.148,36.435110310145795,143.059683009556352,-97549612.110714286565781,888.428571428571445,,Sikkim,LHS
Debris slide,"2011",shallowGoogleEarthslides Characterised,60038.966,44.648613298443003,162.764681534028398,-70123869.302816897630692,514.197183098591495,,Sikkim,LHS
Debris slide,"2011",shallowGoogleEarthslides Characterised,4957.107,42.328610102335610,129.114414215087891,292678908.000000000000000,827.333333333333371,,Sikkim,LHS
Debris slide,"2011",shallowGoogleEarthslides Characterised,21200.783,54.014770801250741,167.938809321476867,-8999685.500000000000000,1588.884615384615472,,Sikkim,LHS
Debris slide,"2017
Terraced farm washed away",shallowGoogleEarthslides Characterised,4805.756,29.678633689880371,138.008969624837249,-133678985.000000000000000,1515.333333333333258,"1",Gangtok basin,Lingtse
Debris slide,"2017",shallowGoogleEarthslides Characterised,2669.942,27.737838745117188,85.044527689615890,-113519162.666666671633720,1376.333333333333258,"1",Gangtok basin,Lingtse
Debris slide,"2017",shallowGoogleEarthslides Characterised,30295.724,31.677896912033493,152.419348639410885,-43024829.324324324727058,1490.945945945946050,"1",Gangtok basin,Lingtse
Debris slide,"2018",shallowGoogleEarthslides Characterised,4998.602,49.253287506103518,326.550024414062477,-37870022.399999998509884,2160.199999999999818,"1",Gangtok basin,Lingtse
Rock slide,"Active
2012",shallowGoogleEarthslides Characterised,24448.698,38.142897265298025,191.833329336983809,-200134042.357142865657806,2035.071428571428669,"1",East Sikkim,Lingtse
Debris slide,"2018",shallowGoogleEarthslides Characterised,17105.147,32.545174495033599,167.497439840565562,-118643658.173913061618805,1512.434782608695741,,Sikkim,Lingtse
Debris slide,"2011",shallowGoogleEarthslides Characterised,2399.518,29.196889877319336,56.891483306884766,-141838568.000000000000000,1781.500000000000000,"1",East Sikkim,Lingtse
Debris slide,"2011",shallowGoogleEarthslides Characterised,16592.773,39.981695938110349,116.030852127075207,-79667756.400000005960464,1730.250000000000000,"1",East Sikkim,Lingtse
Debris slide,"2011",shallowGoogleEarthslides Characterised,1402.402,46.065473352745570,175.998663267597067,-190716113.369277894496918,1723.294814715057328,,Sikkim,Lingtse
Rock slide,"2010",shallowGoogleEarthslides Characterised,7537.886,28.701493978500370,48.422737121582031,-41220216.249999992549419,1645.000000000000000,,Sikkim,Lingtse
