rainfall_mm_1h,rainfall_mm_24h,rainfall_mm_72h,soil_moisture_pct,sar_deformation_flag,insar_velocity_mm_yr,landslide_triggered
0.55,54.47,138.1,65.95,0,-3.86,0
0.16,37.79,68.61,40.34,0,-1.93,0
0.12,9.17,27.65,33.43,0,-1.15,0
1.09,12.63,95.11,56.04,0,-3.07,0
0.74,12.24,57.42,46.32,0,-2.58,1
2.71,11.62,40.1,40.89,0,-0.94,0
2.13,10.48,45.58,40.75,0,-3.76,0
1.37,19.33,85.13,38.31,0,-2.15,0
6.28,75.92,142.77,46.98,1,-11.15,0
2.46,61.61,105.22,46.12,0,-3.62,0
0.34,34.08,78.57,44.77,0,-0.77,0
1.23,23.31,51.26,47.5,0,-4.36,0
12.69,102.61,247.67,62.21,1,-7.23,0
13.2,54.64,137.94,51.23,0,-3.33,0
1.03,8.14,28.1,34.03,1,-15.75,0
0.64,25.21,60.41,50.29,0,-1.01,0
2.4,60.2,99.76,50.6,1,-24.59,1
2.3,6.76,39.44,41.94,0,-1.44,0
1.85,15.29,38.89,36.04,0,-3.13,0
2.64,13.49,51.53,31.89,0,-1.31,0
0.92,7.11,54.46,45.44,0,-1.24,0
0.43,7.17,16.97,33.43,0,-2.17,1
2.96,21.4,65.33,49.23,0,-3.71,0
9.44,108.44,149.33,55.92,0,-2.84,0
0.52,41.0,91.06,60.83,0,-0.48,0
4.27,73.01,121.3,47.94,1,-19.7,0
2.02,8.58,45.84,34.77,0,-2.69,0
1.22,5.24,103.04,49.49,0,-2.88,0
6.71,42.3,128.23,51.94,0,-1.72,0
2.13,55.67,101.54,49.23,0,-2.59,1
3.06,20.0,34.58,36.81,0,-1.8,0
2.05,26.8,74.09,44.39,0,-0.55,0
0.3,5.92,10.3,26.62,0,-3.83,0
3.16,18.78,84.06,42.7,0,-3.12,0
1.9,12.97,25.75,37.5,0,-3.08,0
0.32,26.57,66.52,50.57,0,-1.03,0
3.17,17.52,46.16,56.75,0,-3.05,0
0.03,5.32,48.11,42.58,0,-1.2,0
0.82,12.64,32.38,42.33,0,-3.16,0
5.32,46.13,103.2,51.51,0,-1.63,0
0.14,13.19,51.86,45.13,0,-0.88,0
3.64,76.0,122.73,52.45,0,-4.1,0
10.46,66.69,172.94,56.03,0,-0.65,0
0.66,6.57,19.28,31.43,0,-3.48,0
1.89,22.76,44.92,49.46,0,-0.64,1
3.0,29.54,64.95,53.23,0,-3.14,0
2.1,38.01,58.29,38.79,0,-0.67,0
3.39,67.29,102.61,52.85,0,-2.39,0
1.81,40.95,95.99,48.13,0,-1.01,0
0.56,11.92,75.64,55.23,0,-3.93,0
0.33,6.11,24.04,28.25,0,-1.93,0
4.78,62.79,146.09,60.89,0,-0.27,0
0.95,12.14,100.24,50.53,0,-2.9,0
6.58,59.12,182.07,48.87,0,-2.11,0
4.76,108.09,238.5,71.2,0,-3.9,0
0.18,17.68,133.09,45.27,1,-20.67,0
0.79,17.41,51.0,36.3,0,-1.97,0
1.21,29.56,75.48,40.02,0,-2.15,0
3.16,14.1,87.3,54.67,0,-3.9,1
5.81,45.51,92.01,45.82,0,-2.72,0
0.22,8.23,24.3,28.45,0,-3.08,0
1.01,6.9,50.65,44.39,0,-3.3,0
1.65,28.14,76.02,40.79,0,-4.23,0
0.71,19.36,96.17,51.8,0,-3.8,0
2.76,44.02,117.46,54.03,0,-4.19,0
2.28,53.35,99.77,51.23,0,-1.68,0
1.33,9.75,24.88,24.71,0,-1.12,0
2.55,36.93,101.85,56.06,0,-1.07,0
1.54,13.45,40.77,46.28,0,-3.89,0
1.47,24.06,33.6,41.77,0,-3.77,0
1.08,44.04,110.84,55.21,0,-3.0,0
2.72,16.57,32.67,35.91,0,-0.47,0
2.06,23.75,56.04,51.14,0,-1.57,0
0.76,16.49,38.71,31.49,0,-3.36,0
0.05,31.42,57.78,31.53,0,-1.27,0
0.57,25.8,58.87,49.34,0,-2.88,0
0.15,29.83,76.81,37.7,0,-2.53,0
1.98,17.01,48.03,46.22,1,-11.11,0
0.89,26.61,97.29,42.53,0,-4.22,0
1.91,26.32,92.49,52.15,0,-1.3,0
1.4,16.12,47.36,36.87,0,-4.05,0
2.7,21.49,96.76,51.52,0,-2.53,0
4.5,24.77,55.15,49.38,0,-0.59,1
2.28,6.13,31.8,32.34,0,-3.78,0
0.22,4.64,18.19,40.53,0,-3.6,0
0.06,1.49,37.9,38.29,0,-3.77,0
0.84,40.55,104.33,51.16,0,-2.94,0
1.94,49.37,112.12,57.5,0,-3.26,0
0.16,38.05,81.12,53.75,0,-4.1,0
1.39,41.19,102.07,49.95,0,-0.75,1
7.63,39.55,96.57,41.86,1,-14.12,0
0.33,15.37,63.0,44.18,0,-0.74,1
10.38,93.52,143.39,47.42,0,-3.94,1
6.8,49.94,141.39,54.31,0,-2.62,0
6.24,33.59,95.35,47.59,0,-0.96,0
6.97,48.85,79.6,39.72,0,-0.81,0
0.29,1.94,58.45,38.59,0,-2.12,0
0.57,8.21,58.55,49.42,0,-3.71,0
0.51,13.75,116.43,50.47,0,-3.66,0
0.41,46.42,104.06,48.25,0,-3.86,0
1.39,27.99,82.36,50.07,0,-3.51,0
6.21,45.81,149.17,63.68,0,-0.46,0
1.02,17.93,32.64,33.84,0,-3.3,0
0.98,38.81,116.19,57.91,0,-2.43,0
3.94,21.77,53.31,41.91,0,-3.32,0
0.36,20.36,44.23,49.47,1,-12.72,0
1.56,11.83,25.85,40.08,0,-2.28,0
1.23,16.31,43.96,37.92,0,-0.74,0
6.58,23.5,50.53,42.68,0,-4.09,0
2.53,46.1,98.87,45.84,0,-1.81,0
3.64,15.92,46.69,41.22,0,-2.7,0
0.48,7.07,30.17,31.91,0,-1.09,0
9.25,56.03,182.48,54.73,1,-8.46,0
1.36,25.43,45.95,46.08,0,-3.94,0
4.29,43.16,91.34,49.91,0,-1.1,0
10.82,37.52,82.16,49.17,1,-19.83,0
2.49,14.53,42.23,36.83,0,-1.32,0
2.48,39.08,97.43,48.1,0,-2.67,0
0.44,27.5,74.77,44.34,0,-2.44,0
1.73,42.84,112.85,48.71,0,-0.95,0
6.7,43.68,117.73,49.1,0,-3.18,0
0.51,29.71,70.07,40.95,0,-4.1,0
8.73,31.83,75.71,39.37,0,-1.05,0
3.85,29.72,53.6,41.6,0,-3.09,0
1.91,39.76,65.67,39.69,1,-19.47,0
2.77,16.07,45.83,48.5,0,-1.61,0
0.57,12.68,38.35,31.63,0,-2.86,0
0.86,31.16,89.92,46.54,0,-1.1,0
1.18,21.66,83.6,51.25,0,-3.79,0
1.7,30.55,123.5,42.19,0,-0.3,0
8.65,37.54,75.85,50.17,0,-2.64,1
1.6,5.35,15.33,27.11,0,-1.57,0
2.6,7.23,60.67,38.06,1,-15.75,0
0.62,60.35,123.14,55.78,0,-2.35,0
4.66,79.75,187.82,62.05,0,-3.65,0
2.88,16.73,39.8,33.17,0,-4.17,0
2.03,8.99,55.57,40.73,0,-1.64,0
10.29,33.56,110.49,57.41,0,-3.99,0
7.75,46.73,118.22,50.07,0,-3.32,0
3.77,23.9,83.91,42.61,0,-0.67,0
8.92,57.88,120.3,51.91,0,-0.65,0
2.91,49.4,98.77,49.36,0,-3.71,0
6.14,60.23,142.06,53.52,0,-2.21,0
1.84,7.96,53.26,44.15,0,-2.33,0
0.32,24.95,102.59,47.13,0,-4.03,0
17.99,75.66,184.77,61.5,1,-24.44,0
0.63,6.61,30.26,34.23,0,-0.68,0
1.01,30.63,54.56,34.99,0,-1.81,0
0.62,4.9,9.71,37.06,0,-4.05,0
1.44,12.34,88.5,40.64,0,-3.73,0
1.2,9.65,31.96,40.71,0,-3.3,0
3.22,70.72,176.82,56.96,0,-0.64,0
19.75,85.02,151.71,55.81,0,-2.87,0
0.19,11.18,23.92,29.78,0,-2.7,0
5.27,56.82,145.43,52.71,0,-0.92,0
0.48,7.66,56.84,46.66,0,-3.53,0
0.07,53.9,79.78,41.42,0,-1.54,0
3.56,34.86,79.89,44.47,0,-2.87,0
7.23,41.76,91.35,54.05,0,-1.76,0
0.68,34.76,92.39,45.99,0,-0.56,0
1.46,26.8,75.71,46.42,1,-15.91,0
0.65,45.51,151.7,56.26,0,-1.52,0
8.29,66.8,145.66,50.8,0,-0.51,0
1.1,10.85,34.97,39.53,0,-1.05,1
2.06,17.48,53.21,41.53,0,-2.86,0
7.88,36.47,140.8,50.69,0,-0.64,0
2.82,18.28,48.55,44.01,0,-0.58,0
9.45,39.39,93.79,49.85,0,-4.26,0
9.13,47.14,89.93,48.21,0,-0.66,0
2.17,13.38,34.29,35.67,0,-1.82,0
3.06,39.53,91.09,41.4,0,-0.77,0
0.92,39.0,81.6,46.5,0,-4.24,0
16.31,62.97,87.23,37.04,0,-2.27,0
1.14,6.39,28.73,39.31,0,-0.68,0
5.35,34.95,58.06,37.16,0,-3.51,0
1.31,47.56,128.37,56.12,0,-3.56,0
1.31,19.38,136.33,47.24,1,-15.41,0
0.38,82.69,132.16,47.35,0,-3.23,0
2.87,56.08,136.63,50.57,0,-0.44,0
0.98,49.16,116.58,61.42,0,-2.57,0
0.56,5.13,34.22,35.02,0,-1.85,0
0.9,15.42,53.89,50.42,0,-3.42,0
1.01,106.15,161.37,58.86,0,-2.74,0
2.45,11.25,30.74,34.92,0,-3.32,0
1.71,21.93,76.95,47.35,0,-0.98,0
0.27,9.59,40.28,40.49,0,-2.08,0
2.69,17.24,56.25,44.77,0,-2.06,0
5.42,69.8,232.66,67.91,0,-4.42,0
2.99,31.9,105.33,51.14,0,-0.28,0
12.85,72.1,142.0,57.88,0,-3.71,0
0.37,24.52,87.82,58.03,0,-0.62,0
6.02,47.5,86.55,40.2,0,-0.55,0
2.47,38.49,113.05,51.1,0,-1.61,0
2.58,83.84,225.57,64.91,0,-3.21,1
2.56,77.69,194.67,52.1,1,-7.81,1
1.38,38.22,59.57,38.39,0,-2.9,0
1.37,20.64,50.29,36.54,0,-3.53,0
3.5,14.16,35.65,39.51,0,-1.2,0
0.16,1.68,31.56,39.08,0,-2.93,0
3.11,22.43,85.68,43.5,0,-2.94,0
4.51,24.71,42.76,41.59,0,-3.01,0
1.54,7.07,25.06,31.26,0,-2.76,0
0.86,7.32,34.7,43.62,0,-1.15,0
0.84,4.17,11.17,32.24,0,-4.13,0
0.3,15.58,53.27,45.58,0,-4.4,0
0.33,3.9,25.56,42.6,0,-3.16,0
0.64,29.42,67.36,48.23,0,-2.11,0
0.07,8.28,45.16,37.19,0,-2.51,0
1.08,27.48,80.45,47.69,0,-0.67,0
1.28,50.48,87.45,41.63,0,-1.76,0
18.7,107.53,205.28,54.19,0,-4.4,0
16.77,146.95,283.96,66.64,1,-7.18,1
0.72,24.49,83.81,55.99,0,-2.61,0
0.84,5.94,16.16,36.89,0,-4.3,0
2.37,20.98,45.61,41.85,0,-4.01,0
0.56,46.63,119.72,44.95,1,-17.85,0
2.45,31.03,66.81,45.35,0,-1.36,0
1.78,13.06,51.27,36.44,0,-0.7,0
1.37,60.27,165.64,58.84,0,-3.91,0
6.05,56.42,111.79,44.9,0,-4.16,0
6.16,43.19,90.6,49.48,0,-2.33,1
15.45,136.47,297.22,61.59,1,-6.31,1
0.88,32.69,77.27,46.97,0,-2.81,0
7.67,51.67,139.26,51.89,0,-1.78,0
2.7,31.6,116.92,44.32,0,-0.88,0
3.13,49.28,134.5,59.19,1,-14.95,0
7.93,27.1,104.94,49.18,1,-24.8,0
10.0,36.87,78.81,44.64,0,-3.26,0
4.54,25.52,98.26,49.06,0,-2.05,0
1.5,12.41,39.67,35.38,0,-3.76,0
2.35,16.14,39.19,35.25,0,-3.21,0
3.34,46.26,126.77,60.44,0,-0.73,0
6.17,52.91,119.42,52.84,1,-13.73,0
3.75,13.23,28.04,33.23,0,-1.32,0
1.59,29.88,70.92,37.13,0,-3.27,0
1.89,29.9,77.17,43.97,0,-2.54,0
0.18,7.04,46.37,35.48,0,-1.66,0
9.03,45.06,164.62,54.71,0,-1.62,0
0.32,7.08,17.11,39.46,0,-0.69,0
3.04,37.28,95.74,56.57,0,-1.12,0
7.19,41.21,79.16,45.56,0,-3.27,0
1.91,14.65,37.34,34.61,0,-2.82,0
5.64,21.15,54.95,45.16,0,-1.73,0
5.7,75.77,209.37,65.55,1,-7.42,0
0.22,28.7,61.97,42.37,0,-2.28,0
1.86,21.64,76.84,56.57,1,-25.05,0
4.11,81.32,178.57,55.19,0,-3.56,0
1.92,16.65,76.56,44.64,0,-3.85,0
2.76,33.39,71.18,44.69,0,-3.85,0
3.16,23.44,51.77,39.89,0,-3.12,0
0.57,10.61,57.05,36.97,0,-3.42,0
1.86,44.01,102.99,54.27,1,-21.82,0
0.1,31.43,82.33,45.95,0,-0.93,1
0.57,9.25,14.06,41.53,0,-1.49,0
2.51,15.18,47.93,44.56,0,-0.65,0
2.98,19.39,46.21,41.91,0,-1.01,0
0.55,31.75,85.92,57.61,0,-3.55,0
4.93,24.37,49.39,44.63,0,-4.27,0
1.63,28.41,42.91,42.91,0,-3.1,0
8.87,79.29,221.72,57.35,0,-4.01,1
1.72,10.33,58.17,41.76,0,-1.57,0
0.57,41.35,86.64,53.04,0,-3.84,1
4.97,14.66,63.75,48.14,0,-1.66,0
2.94,32.63,93.36,46.06,1,-11.46,0
1.71,38.34,68.16,56.61,0,-3.63,1
1.54,17.57,47.07,39.47,0,-4.43,0
0.57,6.01,69.67,51.06,0,-3.76,0
1.46,58.34,109.77,52.58,0,-1.91,0
0.1,0.72,36.99,40.24,0,-0.67,0
2.44,24.11,73.99,44.28,0,-3.96,0
7.95,32.56,101.84,51.26,0,-2.66,0
5.55,36.36,89.02,40.68,0,-3.89,0
0.1,15.67,70.45,50.87,1,-22.97,0
7.46,40.64,91.96,52.62,0,-0.32,0
2.11,13.15,33.11,46.21,0,-0.43,0
0.74,25.06,85.27,48.23,0,-3.08,0
4.89,20.23,65.7,39.49,0,-0.69,0
1.36,5.48,9.25,36.42,0,-3.41,0
1.02,18.66,47.63,39.31,0,-2.0,0
0.62,18.87,85.85,30.03,0,-2.62,0
2.33,20.37,118.52,54.84,0,-3.65,0
0.34,17.54,64.9,48.99,0,-1.29,0
5.39,38.85,77.07,52.61,0,-1.98,0
2.23,21.54,45.05,35.5,0,-3.34,0
2.07,29.18,49.34,43.58,0,-4.15,0
0.01,63.4,127.68,56.25,0,-1.45,0
5.96,36.31,85.56,50.98,0,-2.88,1
2.38,41.32,143.03,51.91,0,-4.29,0
2.03,11.33,68.18,46.7,0,-2.99,0
5.02,55.0,120.19,58.12,1,-12.3,0
0.23,22.29,49.81,31.73,0,-4.24,0
1.6,24.78,94.29,49.13,0,-4.2,1
3.0,60.62,147.92,60.38,0,-3.46,0
2.16,12.54,40.26,46.88,0,-2.57,0
0.7,11.43,41.51,46.88,0,-0.62,0
1.24,7.87,34.13,41.9,0,-1.16,0
1.25,29.22,78.38,56.07,0,-1.3,0
16.89,106.74,242.17,66.66,0,-0.34,0
1.38,13.87,44.34,28.21,0,-0.64,0
0.8,12.4,54.02,39.82,0,-1.47,0
6.05,46.42,93.82,56.27,0,-0.59,0
1.91,12.49,187.98,56.02,0,-0.93,0
2.05,17.27,46.61,46.88,0,-0.43,0
2.79,17.31,45.22,43.92,0,-1.99,0
3.17,26.48,67.91,54.29,0,-3.73,0
3.13,30.95,78.58,44.6,0,-3.69,0
0.12,5.3,18.2,23.06,0,-4.09,0
5.98,42.95,114.45,50.79,0,-3.41,1
0.76,55.42,87.3,41.05,0,-1.25,0
1.21,5.26,25.27,32.26,0,-3.22,0
0.67,25.84,45.47,26.15,0,-3.44,0
5.1,46.12,68.59,45.09,0,-2.54,0
3.07,60.69,192.18,61.03,0,-3.67,0
4.93,49.77,149.15,57.94,0,-0.51,0
3.71,31.99,67.68,49.78,1,-15.07,0
0.38,30.94,136.93,55.92,1,-19.92,0
1.26,9.47,24.52,31.1,0,-3.66,0
2.48,29.08,46.01,46.51,0,-0.75,0
1.27,19.54,44.95,43.55,0,-1.11,0
0.81,14.29,57.25,42.44,0,-2.6,0
7.14,44.11,128.02,52.85,1,-21.39,0
4.82,26.2,41.44,36.01,0,-0.56,0
1.48,12.42,21.3,39.76,0,-3.4,0
5.07,46.65,107.93,51.23,0,-1.08,0
3.46,60.73,140.08,59.04,0,-0.65,1
0.01,5.3,52.71,31.8,0,-1.9,0
1.67,7.71,29.2,36.5,0,-2.71,0
1.2,206.02,332.43,66.84,1,-17.33,1
0.86,28.23,97.59,43.83,0,-2.93,0
1.01,46.73,109.66,47.56,0,-2.31,0
9.99,49.32,108.88,54.93,1,-11.39,0
2.33,38.4,78.64,49.8,0,-1.46,0
6.59,57.34,140.21,56.13,0,-3.51,0
0.84,6.79,51.17,47.95,0,-0.69,0
0.67,5.37,16.3,34.45,0,-0.83,0
7.69,40.86,83.62,54.61,0,-3.29,0
2.4,13.48,39.14,34.0,0,-4.33,0
7.89,121.27,198.99,60.51,1,-13.65,1
0.23,10.09,27.28,35.68,0,-2.82,0
8.69,57.79,111.87,45.47,0,-1.23,0
1.88,38.07,64.87,53.18,0,-0.31,0
0.59,11.32,37.05,35.69,0,-3.78,0
4.03,34.29,76.08,48.3,0,-2.39,0
5.58,29.51,73.39,43.43,0,-0.3,0
0.17,11.05,39.84,44.41,0,-4.05,0
15.25,114.91,287.37,62.52,0,-2.5,1
4.18,20.02,44.59,38.59,0,-3.37,1
1.36,14.82,37.17,38.12,0,-2.02,0
0.57,33.99,76.34,46.81,1,-14.44,0
1.74,27.37,75.16,43.44,0,-2.2,1
0.87,25.06,35.17,33.61,0,-1.44,0
2.39,50.43,101.04,47.44,0,-1.48,0
5.33,31.73,64.55,43.46,0,-2.97,0
3.78,42.6,90.75,50.04,1,-14.69,0
2.0,51.97,103.22,48.4,0,-1.91,0
0.44,2.57,38.51,32.67,0,-2.55,0
11.03,71.37,170.33,51.23,0,-3.25,0
1.1,11.41,56.5,38.04,0,-2.92,0
1.14,7.87,122.87,54.48,0,-4.01,0
3.63,31.68,120.61,56.95,0,-4.47,0
5.15,35.7,95.61,43.87,0,-4.23,0
14.51,114.13,209.84,62.12,0,-3.49,0
12.18,63.23,128.77,55.32,1,-20.31,0
8.58,86.69,152.09,64.92,0,-0.35,0
2.0,12.48,49.1,52.59,0,-2.49,0
0.64,6.82,107.72,56.32,0,-3.05,0
3.07,78.38,192.78,62.42,0,-1.98,1
0.06,43.89,106.61,53.54,0,-1.85,1
0.76,7.38,42.92,35.83,0,-2.53,0
0.01,19.43,26.67,29.28,0,-4.1,1
0.7,12.3,42.27,31.54,0,-1.32,0
2.25,24.16,43.31,40.37,0,-1.92,0
1.75,46.69,100.19,46.27,0,-3.01,0
1.61,34.04,51.87,45.57,0,-1.0,0
6.22,24.4,72.86,40.16,0,-3.79,0
3.93,21.79,61.88,44.98,0,-3.06,0
9.64,55.02,94.11,45.36,0,-1.71,0
2.06,38.13,94.51,42.34,0,-3.31,0
1.11,17.61,68.81,40.98,0,-1.4,0
0.46,61.66,228.48,57.82,0,-3.53,0
3.9,51.81,141.46,54.65,0,-0.5,0
6.45,39.16,84.86,44.76,0,-2.04,0
0.71,33.77,83.95,43.01,0,-1.33,0
7.38,35.56,62.87,39.9,0,-3.71,1
2.61,20.06,57.56,24.17,0,-3.44,0
0.54,10.53,44.6,38.0,0,-3.82,0
3.6,86.56,130.05,53.77,0,-3.0,0
2.57,22.0,90.53,46.54,0,-3.62,0
0.1,26.01,94.55,50.23,0,-2.09,0
1.78,22.03,47.15,45.34,0,-3.12,1
5.38,33.39,67.38,50.08,0,-0.33,0
2.84,45.56,105.92,55.67,0,-3.99,0
1.16,42.78,95.24,46.26,0,-3.14,0
9.24,29.37,111.73,46.87,0,-3.92,0
0.95,11.28,21.69,30.61,0,-3.51,0
1.02,18.49,55.75,45.46,0,-1.43,0
1.53,14.85,29.33,37.36,0,-1.37,0
7.87,51.54,114.55,48.05,0,-3.64,0
2.48,9.87,47.85,46.06,0,-0.99,0
4.01,50.28,101.0,44.59,0,-0.68,0
13.09,73.03,176.89,55.16,0,-0.26,0
5.35,24.46,40.59,39.95,0,-1.48,0
0.66,10.66,33.23,41.09,0,-0.63,0
5.43,29.64,86.17,53.78,0,-3.65,0
4.83,18.89,178.83,59.44,0,-2.28,0
0.93,28.99,79.41,40.72,0,-1.29,0
1.38,15.39,32.31,41.96,0,-2.79,0
4.33,38.77,80.98,41.95,0,-0.5,0
0.95,19.56,49.37,38.63,0,-3.32,0
0.82,5.34,8.7,23.79,0,-2.36,0
4.25,37.36,70.97,44.99,0,-0.23,0
7.44,65.68,173.26,52.39,0,-1.57,0
0.27,8.18,62.36,46.17,0,-3.43,0
2.07,32.74,60.8,45.57,0,-1.01,0
3.27,20.65,55.28,46.11,0,-4.34,0
3.95,25.65,60.96,44.95,0,-4.06,0
19.5,89.94,204.79,60.8,1,-8.06,1
4.02,26.27,72.41,40.8,0,-0.54,1
3.39,43.39,89.28,45.07,0,-1.72,0
16.03,56.06,89.75,48.03,1,-10.5,0
0.22,2.94,14.21,30.74,0,-0.79,0
0.27,21.41,91.59,47.14,0,-4.5,1
2.88,26.09,74.32,48.82,0,-0.83,0
1.55,16.99,75.93,57.9,0,-1.56,0
0.36,34.54,75.23,48.22,0,-3.98,0
1.28,7.29,37.95,34.86,0,-0.82,0
3.93,69.0,96.2,53.38,1,-7.99,1
7.44,41.83,114.47,48.73,0,-4.4,0
0.35,13.79,70.42,47.11,0,-1.26,0
2.72,69.07,141.79,57.16,0,-3.22,0
1.23,35.38,69.54,46.33,0,-0.54,1
3.85,20.57,64.05,41.17,0,-2.78,0
2.79,27.98,68.36,45.33,0,-1.66,0
9.15,51.62,114.74,49.37,0,-3.21,0
0.13,14.79,56.84,40.14,1,-20.72,0
2.22,34.67,88.53,40.1,1,-23.4,0
0.75,16.77,59.49,42.61,0,-2.55,0
2.69,10.21,40.19,49.62,0,-0.8,0
6.72,43.69,59.72,30.76,0,-3.7,0
8.48,43.06,69.64,34.08,0,-3.43,0
1.78,13.24,42.93,39.78,0,-2.54,0
5.85,43.28,119.04,56.14,0,-1.78,1
1.15,23.66,100.07,43.28,0,-4.14,0
0.02,14.21,61.34,44.68,0,-2.93,0
6.76,33.78,87.6,47.4,0,-1.42,0
0.45,56.13,95.62,46.38,0,-3.67,0
0.06,21.33,45.18,41.95,0,-2.93,0
1.53,13.68,27.9,30.34,0,-0.75,0
1.67,72.15,191.47,63.9,0,-0.69,0
0.28,44.23,90.6,39.1,0,-4.23,0
5.89,28.36,55.86,42.06,0,-1.44,0
1.82,27.98,80.38,47.6,1,-25.39,0
2.36,24.25,45.5,39.29,0,-0.36,0
1.08,7.42,32.22,34.08,0,-2.59,0
2.51,14.18,56.47,45.74,0,-1.19,0
5.09,37.5,111.55,49.46,0,-0.8,0
8.28,42.3,77.03,38.91,0,-3.53,0
12.34,92.01,181.48,54.69,0,-3.68,0
1.95,9.4,51.34,41.96,0,-3.28,0
16.13,141.33,264.88,60.11,0,-0.25,1
1.22,41.9,140.32,53.02,0,-1.43,0
0.02,26.93,47.44,44.45,0,-1.75,0
5.11,19.72,65.38,41.41,0,-3.17,0
0.69,28.26,57.31,42.3,0,-3.45,0
0.19,12.42,41.88,38.25,0,-2.9,0
9.02,61.05,194.88,64.41,1,-13.29,0
5.49,38.29,95.93,49.68,0,-2.04,0
0.38,38.1,87.72,52.23,0,-2.53,0
5.25,29.9,71.69,41.97,0,-0.48,0
6.5,41.13,138.15,63.2,0,-2.04,0
8.25,65.09,155.48,60.19,1,-16.61,0
2.75,30.72,46.69,48.7,0,-2.83,0
4.25,24.68,51.18,42.44,0,-1.82,0
5.03,27.17,47.91,37.66,0,-1.23,0
4.08,35.79,62.19,42.64,0,-1.22,0
3.64,22.0,115.13,52.98,1,-11.36,0
2.78,9.19,27.81,36.33,0,-3.21,0
2.28,8.86,27.59,33.24,0,-2.88,0
19.44,90.2,198.68,59.22,0,-2.69,0
1.44,6.35,22.22,34.87,0,-2.48,0
0.32,53.68,124.78,48.96,0,-1.78,0
5.07,24.65,44.02,37.92,0,-3.51,0
0.84,32.61,76.53,53.1,0,-4.16,0
2.66,13.06,49.36,47.03,0,-2.09,0
0.35,53.12,101.91,46.29,0,-1.96,0
3.38,13.51,81.53,56.72,0,-0.9,0
10.09,58.05,142.01,50.83,0,-3.08,1
4.49,20.38,57.45,44.84,0,-2.6,0
0.85,7.21,81.03,53.81,0,-4.45,0
12.41,67.81,118.45,48.34,0,-2.71,1
1.28,38.59,104.03,44.9,0,-1.44,0
2.01,13.15,33.43,39.44,0,-2.62,0
2.41,35.87,104.3,50.22,0,-4.43,0
16.38,110.82,171.77,55.65,0,-3.31,1
0.25,49.27,105.24,43.92,0,-0.75,0
4.18,25.74,68.33,51.54,0,-1.68,0
1.57,9.89,34.92,38.66,0,-1.48,0
0.29,3.4,51.88,45.04,0,-3.88,1
9.57,45.03,107.62,56.83,1,-16.95,0
3.12,22.19,58.55,34.35,0,-3.68,0
4.9,29.98,74.31,46.93,1,-13.65,0
0.96,9.22,81.68,39.7,0,-4.1,0
5.02,38.82,106.85,54.66,0,-0.45,0
6.17,41.77,80.52,53.82,0,-1.81,0
1.97,15.09,110.14,50.88,0,-0.26,0
2.97,12.84,37.67,37.8,0,-0.99,0
12.5,60.61,231.99,64.12,0,-4.34,1
6.56,44.52,64.67,46.64,0,-0.54,0
2.06,36.12,279.21,62.36,0,-0.83,0
3.82,59.7,114.93,55.44,0,-4.18,0
5.37,60.17,149.65,54.35,0,-3.25,0
0.09,5.72,43.2,41.09,0,-1.95,0
3.11,14.38,54.41,35.89,0,-0.5,0
14.59,109.68,273.67,68.99,1,-21.69,0
10.29,63.6,157.92,51.89,0,-2.32,0
6.25,50.85,91.11,50.32,0,-1.59,0
0.39,26.81,68.16,39.29,0,-1.75,1
17.93,58.87,120.47,50.34,0,-2.37,0
3.29,54.14,150.41,53.01,0,-2.57,1
0.88,7.74,21.15,35.85,0,-3.72,0
3.93,23.85,60.48,50.82,0,-3.52,0
6.8,41.88,95.1,45.5,0,-3.5,0
0.42,18.04,61.01,38.98,0,-3.34,0
8.69,39.16,118.98,57.58,0,-3.46,0
8.85,46.74,84.42,44.15,0,-3.11,0
0.05,16.34,92.73,60.58,0,-3.93,0
8.07,32.07,115.54,46.68,0,-2.6,0
10.27,54.95,121.69,56.32,0,-2.44,0
0.13,22.51,49.24,33.32,0,-3.22,0
1.22,37.99,111.97,46.46,0,-0.91,0
1.63,17.71,46.92,35.56,0,-3.54,0
1.5,24.72,85.12,44.84,1,-9.63,0
4.98,29.06,89.74,52.67,0,-1.47,0
1.55,10.11,26.68,34.81,0,-2.83,0
10.98,67.87,171.19,63.04,0,-0.34,1
18.54,100.75,241.9,65.8,1,-11.12,1
1.33,27.43,72.08,40.68,0,-2.61,0
2.49,25.0,67.81,44.32,0,-3.1,0
2.86,12.83,61.59,49.77,0,-0.81,0
3.03,32.15,61.72,39.41,0,-3.68,0
1.64,54.61,122.67,55.67,0,-1.3,0
0.64,10.79,65.78,40.85,0,-3.14,0
0.2,81.48,127.76,48.6,0,-2.75,0
0.39,66.07,166.75,55.49,0,-3.01,0
8.1,51.77,234.79,55.85,1,-22.93,0
1.15,39.96,109.67,57.48,1,-8.01,0
0.28,11.71,27.74,21.2,0,-3.62,0
3.42,24.13,61.97,46.33,0,-2.24,1
0.27,63.08,139.93,57.19,0,-1.96,0
0.25,10.33,48.02,38.43,0,-1.67,0
3.4,13.71,26.66,24.99,0,-4.19,0
3.13,21.49,104.64,52.89,0,-3.45,0
0.15,25.67,68.62,42.77,0,-3.2,0
2.16,19.03,160.25,53.33,0,-4.18,0
2.0,13.39,39.57,44.59,0,-1.7,0
2.77,45.91,127.42,60.66,0,-2.91,0
4.69,33.1,72.87,43.24,1,-17.21,0
